site_name,site_code,latitude_N,longitude_E,so_region,year,date_mm.dd.yyyy,date_yyyy.mm.dd,trans_loc,bin_no,bin_area_m2,pit_count_bin,sed1_type,sed2_type,sed1_no,sed2_no,field_collector,notes
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Edge,9,20,0,Sandy mud,Mud,2,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Edge,10,20,0,Sandy mud,Mud,2,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,1,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,2,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,3,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,4,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,5,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,6,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,7,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,8,20,1,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,9,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Inside,10,20,0,Mud,Mud,1,1,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,1,20,3,Sand,Gravel,4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,2,20,6,Sand,Gravel,4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,3,20,7,Sand,Gravel,4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,4,20,7,Sand,Gravel,4,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,5,20,6,Coarse Sand,Gravel,5,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,6,20,5,Coarse Sand,Gravel,5,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,7,20,3,Coarse Sand,Gravel,5,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,8,20,14,Coarse Sand,Gravel,5,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,9,20,25,Coarse Sand,Gravel,5,7,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Naukati Bay a,H_05_a,55.862405,-133.190722,High,2017,7/24/2013,20170725,Outside,10,20,5,Gravel,Sand,7,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,1,20,15,Muddy Sand,Pebble,3,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,2,20,8,Sandy mud,Sand,2,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,3,20,7,Sandy mud,Sand,2,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,4,20,9,Mud,Sandy mud,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,5,20,12,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,6,20,9,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,7,20,15,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,8,20,5,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,9,20,10,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Edge,10,20,6,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,1,20,5,Muddy Sand,Mud,3,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,2,20,5,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,3,20,3,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,4,20,3,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,5,20,6,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,6,20,4,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,7,20,2,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,8,20,9,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,9,20,2,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Inside,10,20,7,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,1,20,4,Muddy Sand,Mud,3,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,2,20,15,Pebble,Sand,6,4,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,3,20,14,Muddy Sand,Pebble,3,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,4,20,22,Muddy Sand,Pebble,3,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,5,20,19,Mud,Cobble,1,8,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,6,20,12,Mud,Gravel,1,7,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,7,20,7,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,8,20,4,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,9,20,2,Mud,Mud,1,1,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Guktu Cove a,H_06_a,55.739816,-133.31202,High,2017,7/23/2013,20170724,Outside,10,20,3,Mud,Sandy mud,1,2,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,1,20,3,Sandy Mud,Cobble,2,8,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,2,20,6,Muddy Sand,Cobble,3,8,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,3,20,8,Muddy Sand,Cobble,3,8,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,4,20,10,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,5,20,10,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,6,20,6,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,7,20,4,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,8,20,9,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,9,20,14,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Edge,10,20,15,Sand,Gravel,4,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,1,20,0,Muddy Sand,Muddy Sand,3,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,2,20,2,Muddy Sand,Muddy Sand,3,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,3,20,1,Muddy Sand,Muddy Sand,3,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,4,20,0,Sand,Muddy Sand,4,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,5,20,0,Muddy Sand,Muddy Sand,3,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,6,20,0,Muddy Sand,Sand,3,4,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,7,20,0,Muddy Sand,Muddy Sand,3,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,8,20,2,Muddy Sand,Muddy Sand,3,3,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,9,20,0,Muddy Sand,Sand,3,4,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Inside,10,20,6,Sandy Mud,Cobble,3,8,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,1,20,6,Muddy Sand,Boulder,3,9,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,2,20,2,Muddy Sand,Cobble,3,8,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,3,20,1,Muddy Sand,Cobble,3,8,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,4,20,2,Sand,Gravel,4,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,5,20,2,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,6,20,8,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,7,20,2,Muddy Sand,Gravel,3,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,8,20,2,Sand,Gravel,4,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,9,20,4,Sand,Gravel,4,7,"Tiff Stephens, Earthwatch",
Blanquizal Bay a,H_07_a,55.62082,-133.38664,High,2017,8/19/2013,20170820,Outside,10,20,3,Sand,Gravel,4,7,"Tiff Stephens, Earthwatch",
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,1,20,0,Sand,Gravel,4,7,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,2,20,0,Sand,Gravel,4,7,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,3,20,0,Sand,Gravel,4,7,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,4,20,0,Sand,Sand,4,4,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,5,20,0,Sand,Gravel,4,7,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,6,20,0,Sand,Sand,4,4,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,7,20,0,Sand,Sand,4,4,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,8,20,0,Sand,Sand,4,4,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,9,20,0,Muddy Sand,Muddy Sand,3,3,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Edge,10,20,0,Muddy Sand,Muddy Sand,3,3,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,1,20,0,Sandy mud,Sandy mud,2,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,2,20,0,Sandy mud,Sandy mud,2,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,3,20,0,Muddy Sand,Sandy mud,3,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,4,20,0,Muddy Sand,Sandy mud,3,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,5,20,0,Muddy Sand,Sandy mud,3,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,6,20,0,Muddy Sand,Sandy mud,3,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,7,20,0,Muddy Sand,Sandy mud,3,2,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,8,20,0,Muddy Sand,Muddy Sand,3,3,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,9,20,0,Muddy Sand,Muddy Sand,3,3,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Inside,10,20,0,Sand,Sand,4,4,Wendel Raymond,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,1,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,2,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,3,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,4,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,5,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,6,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,7,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,8,20,0,Sand,Gravel,4,7,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,9,20,0,Sand,Sand,4,4,Tiff Stephens,
Soda Bay a,L_01_a,55.26366,-132.995,Low,2017,7/8/13,20170709,Outside,10,20,0,Sand,Sand,4,4,Tiff Stephens,
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,1,20,0,Sand,Gravel,4,7,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,2,20,0,Gravel,Sand,7,4,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,3,20,0,Sand,Gravel,4,7,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,4,20,0,Sand,Gravel,4,7,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,5,20,0,Sand,Pebble,4,6,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,6,20,0,Sand,Pebble,4,6,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,7,20,0,Sand,Pebble,4,6,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,8,20,0,Sand,Pebble,4,6,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,9,20,0,Pebble,Sand,6,4,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Edge,10,20,0,Sand,Pebble,4,6,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Inside,1,20,0,Sand,Gravel,4,7,"Tiff Stephens, Wendel Raymond",
Goats Mouth Inlet a,L_02_a,-132.9,55.19286,Low,2017,7/14/2013,20170715,Inside,2,20,0,Sand,Sand,4,4,"Tiff Stephens, Wendel Raymond",
