site,date,YYYYMMDD,trans_type,trans_bin,trans_m,pit_bin,sed1_type,sed2_type,sed1_no,sed2_no,sedno_avg,field_collector,
2017_M_02,7/20/2013,20170721,Outside,2,20,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,3,30,0,Cobble,Sand,8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,4,40,0,Cobble,Sand,8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,5,50,0,Cobble,Sand,8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,6,60,0,Cobble,Sand,8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,7,70,0,Cobble,Sand,8,4,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,8,80,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,9,90,0,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_02,7/20/2013,20170721,Outside,10,100,0,Cobble,Gravel,8,7,7.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,1,10,0,Muddy Sand,Gravel,3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,2,20,1,Muddy Sand,Gravel,3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,3,30,2,Muddy Sand,Cobble,3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,4,40,0,Sand,Cobble,4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,5,50,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,6,60,0,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,7,70,0,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,8,80,0,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,9,90,4,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Edge,10,100,15,Gravel,Sand,7,4,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,1,10,8,Muddy Sand,Sand,3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,2,20,7,Muddy Sand,Sand,3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,3,30,9,Muddy Sand,Sand,3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,4,40,13,Muddy Sand,Sand,3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,5,50,15,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,6,60,12,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,7,70,7,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,8,80,8,Sand,Sand,4,4,4,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,9,90,12,Muddy Sand,Sand,3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Inside,10,100,15,Muddy Sand,Sand,3,4,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,1,10,2,Muddy Sand,Cobble,3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,2,20,2,Muddy Sand,Cobble,3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,3,30,1,Muddy Sand,Cobble,3,8,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,4,40,3,Sand,Cobble,4,8,6,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,5,50,2,Sand,Muddy Sand,4,3,3.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,6,60,11,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,7,70,5,Muddy Sand,Gravel,3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,8,80,5,Muddy Sand,Gravel,3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,9,90,17,Muddy Sand,Gravel,3,7,5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_03,7/20/2013,20170721,Outside,10,100,14,Sand,Gravel,4,7,5.5,"Wendel Raymond, Cathy Mattson, Tiff Stephens",
2017_M_04,7/11/2013,20170712,Edge,1,10,3,Muddy Sand,Muddy Sand,3,3,3,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,2,20,2,Sandy mud,Sandy mud,2,2,2,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,3,30,1,Muddy Sand,Sandy mud,3,2,2.5,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,4,40,4,Muddy Sand,Sandy mud,3,2,2.5,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,5,50,0,Muddy Sand,Sandy mud,3,2,2.5,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,6,60,2,Muddy Sand,Sandy mud,3,2,2.5,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,7,70,1,Muddy Sand,Sandy mud,3,2,2.5,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,8,80,0,Sandy mud,Sandy mud,2,2,2,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,9,90,0,Muddy Sand,Muddy Sand,3,3,3,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Edge,10,100,0,Muddy Sand,Gravel,3,7,5,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,1,10,2,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,2,20,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,3,30,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,4,40,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,5,50,3,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,6,60,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,7,70,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,8,80,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,9,90,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Inside,10,100,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_04,7/11/2013,20170712,Outside,1,10,5,Muddy Sand,Muddy sand,3,3,3,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,2,20,1,Sandy mud,Muddy sand,2,3,2.5,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,3,30,5,Sandy mud,Mud,2,1,1.5,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,4,40,4,Sandy mud,Sandy mud,2,2,2,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,5,50,5,Sandy mud,Gravel,2,7,4.5,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,6,60,11,Sandy mud,Gravel,2,7,4.5,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,7,70,2,Sandy mud,Gravel,2,7,4.5,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,8,80,0,Sandy mud,Sandy mud,2,2,2,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,9,90,0,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_04,7/11/2013,20170712,Outside,10,100,0,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,1,10,3,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,2,20,4,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,3,30,1,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,4,40,1,Sandy mud,Gravel,2,7,4.5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,5,50,1,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,6,60,0,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,7,70,0,Sandy mud,Gravel,2,7,4.5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,8,80,0,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,9,90,0,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Edge,10,100,0,Muddy Sand,Gravel,3,7,5,Ashley Bolwerk,
2017_M_05,7/11/2013,20170712,Inside,1,10,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,2,20,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,3,30,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,4,40,1,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,5,50,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,6,60,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,7,70,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,8,80,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,9,90,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Inside,10,100,0,Mud,Mud,1,1,1,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,1,10,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,2,20,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,3,30,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,4,40,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,5,50,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,6,60,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,7,70,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,8,80,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,9,90,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_05,7/11/2013,20170712,Outside,10,100,0,Sand,Gravel,4,7,5.5,Ginny Eckert,
2017_M_07,7/25/2013,20170726,Edge,1,10,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,2,20,1,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,3,30,1,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,4,40,5,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,5,50,2,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,6,60,6,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,7,70,4,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,8,80,2,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,9,90,4,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Edge,10,100,1,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,1,10,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,2,20,1,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,3,30,0,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,4,40,1,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,5,50,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,6,60,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,7,70,0,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,8,80,0,Sand,Cobble,4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,9,90,0,Sand,Cobble,4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Inside,10,100,0,Sand,Cobble,4,8,6,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,1,10,1,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,2,20,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,3,30,3,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,4,40,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,5,50,2,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,6,60,5,Sand,Gravel,4,7,5.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,7,70,9,Muddy Sand,Gravel,3,7,5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,8,80,2,Muddy Sand,Pebble,3,6,4.5,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,9,90,4,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_M_07,7/25/2013,20170726,Outside,10,100,6,Muddy Sand,Muddy Sand,3,3,3,"Tiff Stephens, Wendel Raymond, Cathy Mattson",
2017_H_01,8/18/2013,20170819,Edge,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,2,20,0,Sandy Mud,Sand,2,3,2.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,3,30,2,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,4,40,0,Sand,Pebble,4,3,3.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,5,50,0,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,6,60,0,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,7,70,3,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,8,80,0,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,9,90,1,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Edge,10,100,0,Sand,Pebble,4,6,5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,1,10,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,2,20,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,3,30,2,Gravel,Mud,7,1,4,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,4,40,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,5,50,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,6,60,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,7,70,1,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,8,80,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,9,90,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Inside,10,100,0,Mud,Mud,1,1,1,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,1,10,5,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,2,20,5,Muddy Sand,Muddy Sand,3,3,3,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,3,30,5,Muddy Sand,Cobble,3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,4,40,5,Muddy Sand,Cobble,3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",
2017_H_01,8/18/2013,20170819,Outside,5,50,10,Muddy Sand,Cobble,3,8,5.5,"Ashley Bolwerk, Nicole LaRoche",
