SIN,ID,Date.Collected,Size.mm,Species,Frozen.Weight,Live.Weight,Date.Dissected,Dissected.Weight,Notes,SEX,Site.location,Season,site.number,Dried,Ash,Bomb,SI,SPV,Tissue,PreyCat
404226,18-674f,5/17/18,71,evt,405.11,NA,6/19/19,18.01,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,feet,Star
404227,18-674g,5/17/18,71,evt,405.11,NA,6/19/19,10.98,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,gonads,Star
404228,18-675f,5/17/18,29,evt,83.04,NA,6/19/19,3.49,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,feet,Star
404229,18-675s,5/17/18,29,evt,83.04,NA,6/19/19,5.96,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,stomach,Star
404230,18-676f,5/17/18,26,evt,47.06,NA,6/19/19,2.16,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,feet,Star
404231,18-676g,5/17/18,26,evt,47.06,NA,6/19/19,0.3,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,gonads,Star
404232,18-676s,5/17/18,26,evt,47.06,NA,6/19/19,4.43,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,stomach,Star
404233,18-677f,5/17/18,29,evt,89.51,NA,6/19/19,4.04,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,feet,Star
404234,18-677g,5/17/18,29,evt,89.51,NA,6/19/19,6.58,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,gonads,Star
404235,18-677s,5/17/18,29,evt,89.51,NA,6/19/19,0.4,Soda Bay,NA,Soda Bay,Spring,8,DO,NA,NA,NA,NA,stomach,Star
404236,18-159,5/17/18,41,mtr,5.38,NA,5/26/18,2.01,NA,NA,Soda Bay,Spring,8,DO,NA,NA,ptn,NA,whole,Mussel
404237,18-160,5/17/18,41,mtr,5.34,NA,5/26/18,1.65,NA,NA,Soda Bay,Spring,8,DO,NA,NA,ptn,NA,whole,Mussel
404238,18-158,5/17/18,31,nul,3.79,NA,5/26/18,0.92,NA,NA,Soda Bay,Spring,8,DO,NA,NA,ptn,NA,whole,Carn Snail
404239,18-152,5/17/18,33,mtr,3.24,NA,5/26/18,1.24,NA,NA,Soda Bay,Spring,9,DO,NA,NA,ptn,NA,whole,Mussel
404240,18-154,5/17/18,64,cef,25.01,NA,5/26/18,2.66,NA,NA,Soda Bay,Spring,9,DO,NA,l,ptn,y,whole,Carn Snail
404241,18-156,5/17/18,75,cef,36.69,NA,5/26/18,3.67,NA,NA,Soda Bay,Spring,9,DO,NA,l,ptn,y,whole,Carn Snail
404242,18-666f,5/17/18,35,pio,120.24,NA,6/18/19,3.62,Soda Bay,NA,Soda Bay,Spring,9,DO,NA,NA,NA,NA,feet,Star
404243,18-666s,5/17/18,35,pio,120.24,NA,6/18/19,9.21,Soda Bay,NA,Soda Bay,Spring,9,DO,NA,NA,NA,NA,stomach,Star
404244,18-632f,8/10/18,42,evt,91.34,NA,6/12/19,2.01,Soda Bay,NA,Soda Bay,Summer,8,DO,NA,NA,NA,NA,feet,Star
404245,18-632g,8/10/18,42,evt,91.34,NA,6/12/19,0.33,Soda Bay,NA,Soda Bay,Summer,8,DO,NA,NA,NA,NA,gonads,Star
404246,18-632s,8/10/18,42,evt,91.34,NA,6/12/19,7.38,Soda Bay,NA,Soda Bay,Summer,8,DO,NA,NA,NA,NA,stomach,Star
404247,18-633f,8/10/18,58,evt,103.02,NA,6/12/19,1.78,Soda Bay,NA,Soda Bay,Summer,8,DO,NA,NA,NA,NA,feet,Star
404248,18-633g,8/10/18,58,evt,103.02,NA,6/12/19,0.13,Soda Bay,NA,Soda Bay,Summer,8,DO,NA,NA,NA,NA,gonads,Star
404249,18-633s,8/10/18,58,evt,103.02,NA,6/12/19,5.34,Soda Bay,NA,Soda Bay,Summer,8,DO,NA,NA,NA,NA,stomach,Star
404250,18-355,8/10/18,48.5,stf,36.25,NA,8/14/18,4.28,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,ptn,y,whole,Urchin
404251,18-352,8/10/18,40.5,stf,23.91,NA,8/14/18,4.14,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,ptn,y,whole,Urchin
404252,18-357,8/10/18,66,cef,33.85,NA,8/14/18,5.53,Soda Bay,NA,Soda Bay,Summer,9,DO,p,l,ptn,y,whole,Carn Snail
404253,18-358,8/10/18,65,cef,36.16,NA,8/14/18,6.48,Soda Bay,NA,Soda Bay,Summer,9,DO,p,l,ptn,y,whole,Carn Snail
404254,18-365,8/10/18,25,hak,1.9,NA,8/14/18,1.17,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,NA,NA,whole,Abalone
404255,18-372,8/10/18,32,chr,5.73,NA,8/14/18,3.02,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,NA,NA,whole,Scallop
404256,18-373,8/10/18,30,chr,5.96,NA,8/14/18,3.31,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,NA,NA,whole,Scallop
404257,18-375,8/10/18,26.5,chr,4.85,NA,8/14/18,2.47,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,NA,NA,whole,Scallop
404258,18-376,8/10/18,25,chr,4.02,NA,8/14/18,2.04,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,NA,NA,NA,whole,Scallop
404259,18-380,8/10/18,34,pom,4.97,NA,8/14/18,1.76,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,NA,NA,whole,Scallop
404260,18-377,8/10/18,46,pom,9.48,NA,8/14/18,3.14,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,ptn,NA,whole,Scallop
404261,18-379,8/10/18,34,pom,3.61,NA,8/14/18,1.8,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,NA,NA,whole,Scallop
404262,18-367,8/10/18,47,mtr,8.22,NA,8/14/18,4.21,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,ptn,NA,whole,Mussel
404263,18-368,8/10/18,49,mtr,8.92,NA,8/14/18,3.23,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,ptn,NA,whole,Mussel
404264,18-369,8/10/18,44,mtr,7.7,NA,8/14/18,3.19,Soda Bay,NA,Soda Bay,Summer,9,DO,NA,l,ptn,NA,whole,Mussel
404265,18-646,7/28/18,76,pas,4.93,NA,4/1/19,2.52,"South Pass, beach seine",NA,Soda Bay,Summer,30,DO,NA,l,NA,NA,whole,Crab
404266,18-647,7/28/18,71,pas,5.03,NA,4/1/19,2.1,"South Pass, beach seine",NA,Soda Bay,Summer,30,DO,NA,l,NA,NA,whole,Crab
404267,18-648,7/28/18,76,pas,5.43,NA,4/1/19,2.39,"South Pass, beach seine",NA,Soda Bay,Summer,30,DO,NA,l,NA,NA,whole,Crab
404268,18-688,8/2/18,27,nul,3.56,NA,6/21/19,0.5,South Pass,NA,Soda Bay,Summer,30,DO,NA,l,ptn,NA,whole,Carn Snail
404269,18-689,8/2/18,28,nul,3.87,NA,6/21/19,0.52,South Pass,NA,Soda Bay,Summer,30,DO,NA,NA,ptn,NA,whole,Carn Snail
404270,18-690,8/2/18,27,nul,3.66,NA,6/21/19,0.43,South Pass,NA,Soda Bay,Summer,30,DO,NA,NA,NA,NA,whole,Carn Snail
404271,18-399,8/2/18,37,mtr,6.92,NA,8/14/18,2.2,North Pass,NA,Soda Bay,Summer,15,DO,NA,NA,ptn,NA,whole,Mussel
404272,18-400,8/2/18,40,mtr,7.39,NA,8/14/18,3.44,North Pass,NA,Soda Bay,Summer,15,DO,NA,l,ptn,NA,whole,Mussel
404273,18-401,8/2/18,37.5,mtr,6.94,NA,8/14/18,3.53,North Pass,NA,Soda Bay,Summer,15,NA,NA,l,ptn,NA,whole,Mussel
404274,19-070e,2/17/19,61,cam,46.22,NA,3/27/19,0.7,"Soda bay, location 1, separate vial with .7g eggs",f,Soda Bay,Winter,8,DO,NA,l,ptn,NA,eggs,Crab
404275,19-082f,2/17/19,65,evt,235.1,NA,5/28/19,4.99,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,feet,Star
404276,19-082g,2/17/19,65,evt,235.1,NA,5/28/19,14.04,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,gonads,Star
404277,19-082s,2/17/19,65,evt,235.1,NA,5/28/19,17.32,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,stomach,Star
404278,19-083f,2/17/19,54,evt,210.43,NA,5/28/19,4.85,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,feet,Star
404279,19-083g,2/17/19,54,evt,210.43,NA,5/28/19,11.69,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,gonads,Star
404280,19-083s,2/17/19,54,evt,210.43,NA,5/28/19,14.88,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,stomach,Star
404281,19-084f,2/17/19,47,evt,126.44,NA,5/28/19,3.45,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,feet,Star
404282,19-084g,2/17/19,47,evt,126.44,NA,5/28/19,26.22,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,gonads,Star
404283,19-084s,2/17/19,47,evt,126.44,NA,5/28/19,19.6,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,stomach,Star
404284,19-085f,2/17/19,33,evt,41.88,NA,5/28/19,1.41,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,feet,Star
404285,19-085g,2/17/19,33,evt,41.88,NA,5/28/19,0.32,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,gonads,Star
404286,19-085s,2/17/19,33,evt,41.88,NA,5/28/19,3.85,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,stomach,Star
404287,19-086f,2/17/19,78,pio,291.56,NA,5/28/19,15.47,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,feet,Star
404288,19-086g,2/17/19,78,pio,291.56,NA,5/28/19,27.65,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,gonads,Star
404289,19-086s,2/17/19,78,pio,291.56,NA,5/28/19,18.1,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,stomach,Star
404290,19-055,2/17/19,41,mtr,5.03,NA,3/6/19,2.26,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,l,ptn,NA,whole,Mussel
404291,19-056,2/17/19,43,mtr,5.65,NA,3/6/19,2.7,Soda Bay,NA,Soda Bay,Winter,8,DO,NA,NA,NA,NA,whole,Mussel
404292,19-057,2/17/19,34.5,mtr,3.14,NA,3/6/19,1.67,"Soda Bay, bagged together: 57, 58",NA,Soda Bay,Winter,8,DO,NA,NA,ptn,NA,whole,Mussel
404293,19-099,2/17/19,31,mtr,2.33,NA,6/18/19,1.32,SB #2 rocky,NA,Soda Bay,Winter,9,DO,NA,NA,ptn,NA,whole,Mussel
404294,19-101,2/17/19,34,mtr,3.4,NA,6/18/19,1.51,SB #2 rocky,NA,Soda Bay,Winter,9,DO,NA,NA,ptn,NA,whole,Mussel
404295,19-103,2/17/19,29,mtr,3.15,NA,6/18/19,1.45,SB #2 rocky,NA,Soda Bay,Winter,9,DO,NA,NA,ptn,NA,whole,Mussel
404296,19-109,2/17/19,17,map,2.22,NA,6/18/19,0.33,"either calistoma spp, or Margarites pupillus",NA,Soda Bay,Winter,9,DO,NA,NA,ptn,NA,whole,Herb Snail
404297,19-110,2/17/19,16,map,2.74,NA,6/18/19,0.78,"either calistoma spp, or Margarites pupillus",NA,Soda Bay,Winter,9,DO,NA,NA,ptn,NA,whole,Herb Snail
404298,19-112,2/17/19,16,map,2.17,NA,6/18/19,0.77,"either calistoma spp, or Margarites pupillus",NA,Soda Bay,Winter,9,DO,NA,NA,ptn,NA,whole,Herb Snail
404299,19-091,2/17/19,67,cef,33.7,NA,6/18/19,1.4,SB #2 rocky,NA,Soda Bay,Winter,9,DO,NA,l,ptn,y,whole,Carn Snail
404300,19-092,2/17/19,69,cef,32.22,NA,6/18/19,2.16,SB #2 rocky,NA,Soda Bay,Winter,9,DO,NA,l,ptn,y,whole,Carn Snail
404301,19-090,2/17/19,61,chr,22.32,NA,6/18/19,11.36,SB #2 rocky,NA,Soda Bay,Winter,9,DO,NA,l,NA,NA,whole,Scallop
404302,19-080,2/17/19,40.5,std,24.31,NA,4/8/19,9.52,Soda Bay,NA,Soda Bay,Winter,9,DO,p,l,ptn,y,whole,Urchin
404303,19-081,2/17/19,36,std,16.52,NA,4/8/19,7.75,Soda Bay,NA,Soda Bay,Winter,9,DO,p,l,ptn,y,whole,Urchin
404304,19-098,2/17/19,39,std,18.64,NA,6/18/19,5.16,SB #2 rocky,NA,Soda Bay,Winter,9,DO,p,l,ptn,y,whole,Urchin
404305,19-077,2/17/19,32.5,stf,13.66,NA,4/8/19,1.9,Soda Bay,NA,Soda Bay,Winter,9,DO,NA,NA,NA,NA,whole,Urchin
404306,19-078,2/17/19,25,stf,17.81,NA,4/8/19,4.06,Soda Bay,NA,Soda Bay,Winter,9,DO,p,l,ptn,y,whole,Urchin
404307,19-079,2/17/19,26,stf,7.53,NA,4/8/19,2.1,Soda Bay,NA,Soda Bay,Winter,9,DO,p,l,ptn,y,whole,Urchin
404308,18-033,5/18/18,44.5,hak,NA,NA,NA,4.25,NA,NA,NA,Spring,12,DO,NA,l,NA,NA,whole,Abalone
404309,18-041,5/19/18,138,pab,NA,707.81,5/20/18,346.62,"North Cone, from Courtney",NA,NA,Spring,14,DO,NA,l,NA,NA,whole,Clam
404310,18-042,5/19/18,148,pab,NA,872.34,5/20/18,448.02,"North Cone, from Courtney",NA,NA,Spring,14,DO,NA,l,NA,NA,whole,Clam
404311,18-452,5/28/18,148,crs,265.39,NA,9/4/18,91.25,Soda Bay,NA,NA,Spring,24,DO,NA,l,NA,NA,whole,Chiton
404312,18-453,8/15/18,150,crs,418.49,NA,9/4/18,133.52,Nossuk,NA,Nossuk,Summer,26,DO,NA,l,NA,NA,whole,Chiton
404313,18-637,8/15/18,71,hak,55.12,NA,3/20/19,38.99,"Nossuk, whale rock",NA,Nossuk,Summer,27,DO,NA,l,NA,NA,whole,Abalone
404314,18-638,8/15/18,62,hak,26.02,NA,3/20/19,17.77,"Nossuk, whale rock",NA,Nossuk,Summer,27,DO,NA,l,NA,NA,whole,Abalone
404350,18-570,5/13/18,51,pio,57.18,NA,6/11/19,6.88,"404146, 404147",NA,Craig,Spring,5,DO,NA,composite,NA,NA,whole,Star
404351,18-650,5/13/18,47,evt,74.09,NA,4/3/19,7.9,"404100, 404153",NA,Craig,Spring,5,FM135AIPan,NA,composite,NA,NA,whole,Star
404352,18-666,5/17/18,35,pio,120.24,NA,6/18/19,12.83,"404242, 404243",NA,Soda Bay,Spring,9,DO,NA,composite,NA,NA,whole,Star
404353,18-675,5/17/18,29,evt,83.04,NA,6/19/19,9.45,"404228, 404229",NA,Soda Bay,Spring,8,DO,NA,composite,NA,NA,whole,Star
404354,18-693,8/8/18,40,evt,70.78,NA,6/21/19,7.49,"404173, 404174",NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404355,18-606,5/13/18,84,pio,468.48,NA,5/28/19,102.02,404148-50,NA,Craig,Spring,5,DO,NA,composite,NA,NA,whole,Star
404356,18-632,8/10/18,42,evt,91.34,NA,6/12/19,9.72,404244-46,NA,Soda Bay,Summer,8,DO,NA,composite,NA,NA,whole,Star
404357,18-633,8/10/19,58,evt,103.02,NA,6/12/19,7.25,404247-49,NA,Soda Bay,Summer,8,DO,NA,composite,NA,NA,whole,Star
404358,18-661,8/8/18,73,pio,396.19,NA,6/18/19,81.97,404178-80,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404359,18-662,8/8/18,64,pio,281.67,NA,6/18/19,60.14,404181-83,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404360,18-670,8/8/18,50,evt,126.19,NA,6/19/19,19.97,404168-70,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404361,18-669,8/8/18,42,evt,70.95,NA,6/19/19,13.63,404165-67,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404362,18-671,8/8/18,59,evt,204.06,NA,6/19/19,53.45,"404103, 404171, 404172",NA,Craig,Summer,5,FM135AIPan,NA,composite,NA,NA,whole,Star
404363,18-672,8/8/18,56,pio,195.62,NA,6/19/19,38.06,404184-86,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404364,18-673,5/17/18,59,evt,273.96,NA,6/19/19,65.19,404223-25,NA,Soda Bay,Spring,8,DO,NA,composite,NA,NA,whole,Star
404365,18-674,5/17/18,71,evt,405.11,NA,6/19/19,81.09,"404104, 414226, 414227",NA,Soda Bay,Spring,8,FM135AIPan,NA,composite,NA,NA,whole,Star
404366,18-676,5/17/18,26,evt,47.06,NA,6/19/19,6.89,404230-32,NA,Soda Bay,Spring,8,DO,NA,composite,NA,NA,whole,Star
404367,18-678,5/13/18,43,evt,105.73,NA,6/21/19,19.5,404136-38,NA,Craig,Spring,5,DO,NA,composite,NA,NA,whole,Star
404368,18-679,5/13/18,70,pio,233.38,NA,6/21/19,54.01,404139-41,NA,Craig,Spring,5,DO,NA,composite,NA,NA,whole,Star
404369,18-680,5/13/18,58,pio,219.34,NA,6/21/19,50.85,404142-44,NA,Craig,Spring,5,DO,NA,composite,NA,NA,whole,Star
404370,18-694,8/8/18,42,evt,84.5,NA,6/21/19,21.11,404175-77,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404371,18-695,8/8/18,57,pio,204.18,NA,6/21/19,29.41,404187-89,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404372,18-696,8/8/18,77,pio,519.43,NA,6/21/19,149.32,404190-92,NA,Craig,Summer,5,DO,NA,composite,NA,NA,whole,Star
404373,19-082,2/17/19,65,evt,235.1,NA,5/28/19,36.35,404275-77,NA,Soda Bay,Winter,8,DO,NA,composite,NA,NA,whole,Star
404374,19-083,2/17/19,54,evt,210.43,NA,5/28/19,31.42,404278-80,NA,Soda Bay,Winter,8,DO,NA,composite,NA,NA,whole,Star
404375,19-084,2/17/19,47,evt,126.44,NA,5/28/19,49.27,404281-83,NA,Soda Bay,Winter,8,DO,NA,composite,NA,NA,whole,Star
404376,19-085,2/17/19,33,evt,41.88,NA,5/28/19,5.58,404284-86,NA,Soda Bay,Winter,8,DO,NA,composite,NA,NA,whole,Star
404377,19-086,2/17/19,78,pio,291.56,NA,5/28/19,61.22,404287-89,NA,Soda Bay,Winter,8,DO,NA,composite,NA,NA,whole,Star
404378,19-087,2/19/19,91,pio,471.82,NA,6/12/19,170.3,404216-18,NA,Craig,Winter,5,DO,NA,composite,NA,NA,whole,Star
404379,19-089,2/18/19,34,evt,39.51,NA,6/11/19,4.04,404131-31,NA,Craig,Winter,2,DO,NA,composite,NA,NA,whole,Star
404380,18-628,8/10/18,79,pio,331.67,NA,1/30/19,94.81,"composite, post bomb",NA,Soda Bay,Summer,9,NA,NA,"composite, post bomb",NA,NA,whole,Star
404381,18-630,8/10/18,62,evt,152.46,NA,1/30/19,14.95,"composite, post bomb",NA,Soda Bay,Summer,9,NA,NA,"composite, post bomb",NA,NA,whole,Star
404382,18-631,8/10/18,79,pio,348.27,NA,1/30/19,106.79,"composite, post bomb",NA,Soda Bay,Summer,9,NA,NA,"composite, post bomb",NA,NA,whole,Star
404383,18-649,5/13/18,49,evt,104.33,NA,4/3/19,11.24,"composite, post bomb",NA,Craig,Spring,5,NA,NA,"composite, post bomb",NA,NA,whole,Star
404384,18-651,5/13/18,88,pio,273.23,NA,4/3/19,72.33,"composite, post bomb",NA,Craig,Spring,5,NA,NA,"composite, post bomb",NA,NA,whole,Star
404385,19-072,2/19/19,64,pio,172.6,NA,4/8/19,35.05,"composite, post bomb",NA,Craig,Winter,5,NA,NA,"composite, post bomb",NA,NA,whole,Star
404398,18-629,8/10/18,90,pio,487.93,NA,1/30/19,105.28,404027-29,NA,Soda Bay,Summer,9,FM135AlPan,NA,composite,NA,NA,whole,Star
404399,18-052,5/13/18,35,std,14.69,NA,5/20/18,0.66,"404015, 404018",NA,Craig,Spring,5,FM135<0.5g,NA,s (composite),NA,NA,whole,Urchin
NA,18-026,5/17/18,55,apc,5.87,6.77,NA,5.87,"small ca cuc 1, also labeled 18-633",NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,Cucumber
NA,18-027,5/17/18,55,apc,6.7,6.9,NA,6.7,"small ca cuc 2, also labeled 18-634",NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,Cucumber
NA,18-028,5/17/18,71,apc,12.57,18.31,NA,12.57,"small ca cuc 3, also labeled 18-635",NA,Soda Bay,Spring,8,NA,NA,NA,NA,NA,whole,Cucumber
NA,18-270,5/17/18,36.5,cam,6.96,NA,8/8/18,0.95,Soda Bay,m,Soda Bay,Spring,9,NA,NA,NA,NA,NA,whole,Crab
NA,18-517,8/8/18,54,cam,23.74,NA,1/23/19,14.04,"S Wadleigh, soft shell",m,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Crab
NA,18-518,8/8/18,84,cam,110.99,NA,1/23/19,44.53,S Wadleigh,m,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Crab
NA,18-519,8/2/18,72.5,cam,61.32,NA,4/5/19,28.84,North Pass,m,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-520,8/2/18,76,cam,78.42,NA,4/10/19,26.07,North Pass,m,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-521,8/2/18,69,cam,41.48,NA,4/10/19,19.08,North Pass,m,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-522,8/2/18,85,cam,96.45,NA,4/10/19,41.37,North Pass - LABELED AS 18-519,m,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-421,8/10/18,41,cao,19.23,NA,8/14/18,5,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Crab
NA,18-422,8/10/18,41,cao,17.14,NA,8/14/18,5.84,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Crab
NA,18-423,8/10/18,35,cao,12.62,NA,8/14/18,3.56,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Crab
NA,18-424,8/10/18,33.5,cao,10.71,NA,8/14/18,2.94,Soda Bay,NA,Soda Bay,Summer,9,NA,NA,NA,NA,NA,whole,Crab
NA,18-425,8/10/18,23.5,cao,5.21,NA,8/14/18,1.06,Whale Rock,NA,NA,Summer,NA,NA,NA,NA,NA,NA,whole,Crab
NA,18-497,8/15/18,43,cao,24.38,NA,2/11/19,8.04,Nossuk,m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-498,8/15/18,23,cao,4.59,NA,2/11/19,1.1,Nossuk,m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-499,8/15/18,26,cao,5.82,NA,2/25/19,0.84,Nossuk,m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-500,8/15/18,24,cao,4.53,NA,2/25/19,0.36,Nossuk,m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-501,8/15/18,36,cao,19.38,NA,2/25/19,5.17,"Nossuk, listed on bag as 18-497",m,Nossuk,Summer,26,NA,NA,NA,NA,NA,whole,Crab
NA,18-636,8/15/18,37,cao,15.13,NA,2/25/19,4.22,"Nossuk, listed on bag as 18-498",m,Nossuk,Summer,27,NA,NA,NA,NA,NA,whole,Crab
NA,18-276,5/16/18,113.5,cap,185.88,NA,8/8/18,79.26,RRC 6 North Pass,m,Soda Bay,Spring,6,NA,NA,NA,NA,NA,whole,Crab
NA,18-486,8/8/18,124,cap,269.83,NA,9/11/18,77.01,Alberto,f,Craig,Summer,5,NA,NA,NA,NA,NA,whole,Crab
NA,18-508,7/28/18,150,cap,466.9,NA,2/11/19,218.93,"Natsuhini, pots",m,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-513,8/8/18,99,cap,115.12,NA,12/21/18,62.68,S Wadleigh,f,Craig,Summer,2,NA,NA,NA,NA,NA,whole,Crab
NA,18-667,7/28/18,147,cap,253.52,NA,6/19/19,95.93,"Natsuhini, WR pots",NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-668,7/28/18,149,cap,303.82,NA,6/19/19,154.42,"Natsuhini, WR pots",NA,Soda Bay,Summer,15,NA,NA,NA,NA,NA,whole,Crab
NA,18-058,5/13/18,17,map,2.56,NA,5/20/18,0.56,NA,NA,Craig,Spring,5,NA,NA,NA,NA,NA,whole,Herb Snail
